0	0
1	764887
10	607913
11	1945831
12	379008
13	505094
14	422667
15	529160
16	379005
17	627605
18	306464
19	723167
2	4017929
3	613268
4	657859
5	590088
6	547674
7	1825642
8	862810
9	863660
MT	670782
X	334905
Y	2323
JH584299.1	3
GL456233.2	673
GL456211.1	6
GL456221.1	4
GL456354.1	1
GL456210.1	5
GL456212.1	5
JH584304.1	297
GL456379.1	2
GL456367.1	4
GL456239.1	1
GL456383.1	1
MU069435.1	7505
GL456389.1	1
GL456370.1	21
GL456390.1	1
GL456382.1	1
GL456396.1	17
GL456368.1	3
MU069434.1	3
